scorer,,,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH,SH
bodyparts,,,Head1,Head1,Head2,Head2,MFC1,MFC1,MFC2,MFC2,MFC3,MFC3,MFC4,MFC4,MFC5,MFC5,Tail1,Tail1,Tail2,Tail2,Tail3,Tail3,Tail4,Tail4
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,(1024)_RecM03_DST20241018_180345_180545_5328810_3D62239,img0599.png,715.0879894262955,210.4130803109254,746.0303118257623,245.34796043935577,757.1354930601759,257.0557442220479,766.7213504986223,268.0352779766974,774.9135316208656,278.2237379634224,782.358868270396,288.07948480606706,790.4254019128751,298.47501045710834,811.242088065499,329.021795972613,823.4896506565877,361.5834547972696,824.2807244245123,388.35178865399797,831.0792292305525,425.6970789755427
labeled-data,(1024)_RecM03_DST20241018_180345_180545_5328810_3D62239,img0778.png,235.248847824278,864.2764088971874,193.65970481424188,837.9920705148445,186.0073025003952,832.66866020956,179.02032647470915,826.6798236161147,172.69877673718366,819.0360629835673,166.7012984624392,811.4974456115139,161.70195961993562,802.8555455467255,142.75459376995767,761.1353342322975,141.42374119363652,723.538748951225,144.7508726344394,695.5908448484806,137.76389660875333,659.6578252878093
labeled-data,(1024)_RecM03_DST20241018_180345_180545_5328810_3D62239,img1068.png,198.05286856514093,271.80078546833704,228.8703144134315,236.33573045959184,238.65878049493634,226.30064049778926,248.25601405216483,216.45678306026295,258.29110401396747,207.78801644640635,267.9160332492065,199.14694551056027,278.4166752935941,191.79174811042625,310.02674691700116,172.9520503665118,338.4254954101248,150.84598409420707,352.1756433928145,135.83339421022967,383.03535624532014,118.81083446011783
labeled-data,(1024)_RecM03_DST20241018_180345_180545_5328810_3D62239,img1138.png,126.36470630499784,700.7118369370263,117.26325438795087,653.6876686989503,114.73507329988226,639.0242183881526,113.2181646470411,625.1528307681187,112.6170529383773,611.3769186391349,112.52157744732708,598.0111672367149,112.83626268284061,585.7804225229357,111.70125599419998,543.4589732591596,110.31990696743779,510.93151817946534,104.23125883253951,490.41393669922485,98.4562160350614,458.74796691693797
labeled-data,(1024)_RecM03_DST20241018_180345_180545_5328810_3D62239,img1303.png,924.0698773806519,446.1127368897936,923.0586049454245,497.687631086393,922.5529687278107,514.3736262676457,921.5416962925833,530.5539852312849,920.8631370014361,545.364092609643,920.0247876397422,559.5087736998405,919.0135152045146,573.9993009371049,918.1148218653931,618.1933545819332,919.7875499867117,647.7719688046042,920.2259694756385,666.9500369771861,898.3894833174458,685.4095717190236
labeled-data,(1024)_RecM03_DST20241018_180345_180545_5328810_3D62239,img1395.png,437.0586985078527,172.70357630514607,480.9458962501568,173.52389775827325,496.341052877473,174.34421921140043,510.47746856273534,175.1645406645276,523.3834020683069,175.98486211765479,535.4690141207512,177.21534429734555,547.773835917659,178.44582647703635,579.794631351982,180.18194487434081,613.343138406323,176.73755688817718,638.6548959293247,176.57261247136478,667.5014001539856,195.31739773841434
labeled-data,(1024)_RecM03_DST20241018_180345_180545_5328810_3D62239,img1570.png,346.21324825179966,901.7249784270284,304.75107840747467,879.9826210696385,291.60453674951793,874.9262588935014,280.48053996201617,870.3755329349779,269.35654317451434,865.8248069764543,258.7381826046262,862.2853534531582,248.1198220347381,859.2515361474759,210.43285252712448,845.2270410953587,182.7252883307186,837.5774639716519,159.8041969062516,820.2866561225013,159.12784773472345,776.8328326764397
labeled-data,(1024)_RecM03_DST20241018_180345_180545_5328810_3D62239,img1661.png,906.5002877779126,667.6837336511118,885.3122013189711,708.6998063074707,879.4925035645977,722.1347398874389,873.0848271045469,734.6173796634602,867.0873113710595,746.1018800072407,860.4014465352645,757.9190934951016,853.2508962045698,769.5584890038486,827.0693781469413,827.6464170109118,807.3816632718889,857.9983107766175,784.8228233108915,857.5881500500536,753.2404473654951,867.8421682141435
